X,Y,OBJECTID,ADDRESS,LOT_SIZE,PRMT_NR,MUP_APNO,STGLSTTITL,APTYPE,NEW,DEMO,NET_UNITS,SLEEPING_ROOMS,VALUE,TYPE_OCC,DWELTYPE,COMMENTS,APP_DATE,ISS_DATE,YEAR_ISSUED,FINAL_DATE,YEAR_FINAL,VILLNUMB,NAME,TYPE_NAME,COMP_PLAN_NAME,COMP_PLAN_TYPE,CRA_NO,CRA,NEIGHBORHOOD,C_DISTRICT,TRBL2010,TRBG2010,GEOID10,SOURCE,XCOORD,YCOORD,MAF_ID,DEVSITE_ID,RECORDNUMBER,STATUS_COLOR,LONGITUDE,LATITUDE,EXPIRE_DATE,ZONING_FULL,ZONING_PRIMARY,ZONING_REPORT,CATEGORY,CLASS,CONSTR_PRMT_PARENT,GEOID20,TRBL2020,TRBG2020,Q_ISSUED,Q_Y_ISSUED,Q_FINAL,Q_Y_FINAL,CONDO_Y_N
-122.35781624,47.709312133,179,11020 1ST AVE NW,7664,6171013,3008004,Permit Finaled,Construction Permit,1,0,1,0,72662,ADU,"Accessory Dwelling, Attached",Construct storage hallway accessory dwelling unit and above existing garage accessory to single family dwelling per plan.,2008/03/28 00:00:00+00,2008/05/13 00:00:00+00,2008,2008/09/17 00:00:00+00,2008,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.1,North Beach/Blue Ridge,Ballard,5,1400.1014,1400.1,530330014001014,ACC,1265117.223,262452.486,34906,DV0073103,6171013-CN,#001a73,-122.35783087,47.70931795,2009/11/13 00:00:00+00,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330014001012,1400.1012,1400.1,2,2008_2,3,2008_3,N
-122.367935604,47.629149446,182,1113 8TH AVE W,1448,6621466,,Permit Finaled,Construction Permit,1,0,1,0,243793,ADU,"Accessory Dwelling, Attached","Substantial alterations and fire damage repair to single family residence and create an accessory dwelling unit, per plans.          

",2018/01/27 00:00:00+00,2018/06/08 00:00:00+00,2018,2019/11/18 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.3019,6900.3,530330069003019,ACC,1262043.3,233267.2,123620,DV0045918,6621466-CN,#001a73,-122.36795022,47.62915526,2019/12/08 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069003024,6900.3024,6900.3,2,2018_2,4,2019_4,N
-122.289466848,47.592866713,190,1117 LAKE WASHINGTON BLVD S,4192,6676151,,Permit Finaled,Construction Permit,1,0,1,0,452524,ADU,"Accessory Dwelling, Attached","Construct new basement walls next to existing, remove upper floors, construct substantial alterations and addition to existing single family residence and create accessory dwelling unit (ADU) per plan.",2018/10/31 00:00:00+00,2019/09/13 00:00:00+00,2019,2021/06/03 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.0999999,Madrona/Leschi,Central,3,8900.1033,8900.1,530330089001033,ACC,1281137.874,219658.945,148708,DV1105078,6676151-CN,#001a73,-122.28948144,47.59287253,2021/03/13 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330089001027,8900.1027,8900.1,3,2019_3,2,2021_2,N
-122.308288139,47.6292882000001,194,1118 18TH AVE E,4813,6779907,,Permit Finaled,Construction Permit,1,0,1,0,75000,ADU,"Accessory Dwelling, Attached","Construct substantial alterations to existing single family residence to create a 2nd attached accessory dwelling unit [AADU], occupy as apartment, per plan.",2020/06/24 00:00:00+00,2021/01/21 00:00:00+00,2021,2021/07/23 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.3005,6400.3,530330064003005,ACC,1276749.183,233030.233,126662,DV0019386,6779907-CN,#001a73,-122.30830274,47.62929402,2022/07/21 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064003005,6400.3005,6400.3,1,2021_1,3,2021_3,N
-122.277799231,47.7113666290001,204,11225 LAKESIDE AVE NE,13564,6820341,,Permit Finaled,Construction Permit,1,0,1,0,84744,ADU,"Accessory Dwelling, Attached","Construct interior alterations and convert basement to an attached accessory dwelling unit (AADU) to existing single-family residence, per plan.",2021/02/05 00:00:00+00,2021/03/16 00:00:00+00,2021,2021/11/24 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,900.1014,900.1,530330009001014,ACC,1284827.616,262821.781,38595,DV0006212,6820341-CN,#001a73,-122.27781385,47.71137246,2022/09/16 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330009001013,900.1013,900.1,1,2021_1,4,2021_4,N
-122.284861449,47.711416087,215,11342 40TH AVE NE,4400,6624321,,Permit Finaled,Construction Permit,1,0,1,0,238764,ADU,"Accessory Dwelling, Attached","Construct substantial alteration and addition to existing single-family residence including creating an attached accessory dwelling unit, per plan.",2017/12/26 00:00:00+00,2018/02/17 00:00:00+00,2018,2021/01/20 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.2002,800.2,530330008002002,ACC,1283089.632,262872.53,38092,DV0055083,6624321-CN,#001a73,-122.28487607,47.71142191,2021/02/17 00:00:00+00,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330008002002,800.2002,800.2,1,2018_1,1,2021_1,N
-122.291089509,47.711798103,217,11357 35TH AVE NE,6387,6727677,,Permit Finaled,Construction Permit,1,0,1,0,152279,ADU,"Accessory Dwelling, Attached","Establish use and construct addition for Accessory Dwelling Unit (ADU) to existing single family dwelling over attached garage, per plan.",2019/08/27 00:00:00+00,2019/11/18 00:00:00+00,2019,2020/11/12 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,1000.1000,1000.1,530330010001000,ACC,1281559.274,263040.832,37685,DV0026538,6727677-CN,#001a73,-122.29110413,47.71180393,2021/05/18 00:00:00+00,NONE,UNKNOWN,UNKNOWN,UNKNOWN,UNK,,530330010001000,1000.1000,1000.1,4,2019_4,4,2020_4,N
-122.372821076,47.6712974330001,227,1147 NW 59TH ST,4997,6808625,,Permit Finaled,Construction Permit,1,0,1,0,255976,ADU,"Accessory Dwelling, Attached","Construct south single-family residence with attached accessory dwelling unit (AADU), per plan (Establish use as and construct (3) single-family residence with an attached accessory dwelling unit (AADU). Review and process for 3 record numbers under 68025",2020/11/02 00:00:00+00,2021/05/04 00:00:00+00,2021,2022/02/07 00:00:00+00,2022,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.4,Ballard,Ballard,6,4700.1003,4700.1,530330047001003,ACC,1261146.4257,248662.3185,74747,DV1106215,6808625-CN,#001a73,-122.3728357,47.67130325,2022/11/04 00:00:00+00,LR1 (M1),LR1 (M1),LR1 (M1),LR1,L,6802579-CN,530330047031003,4703.1003,4703.1,2,2021_2,1,2022_1,Y
-122.372811219,47.671388173,229,1149 NW 59TH ST,4997,6808622,,Permit Finaled,Construction Permit,1,0,1,0,255976,ADU,"Accessory Dwelling, Attached","Construct middle single-family residence with attached accessory dwelling unit (AADU), per plan (Establish use as and construct (3) single-family residence with an attached accessory dwelling unit (AADU). Review and process for 3 record numbers under 6802",2020/11/02 00:00:00+00,2021/05/04 00:00:00+00,2021,2022/02/07 00:00:00+00,2022,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.4,Ballard,Ballard,6,4700.1003,4700.1,530330047001003,ACC,1261149.5159,248695.3624,755044,DV1106215,6808622-CN,#001a73,-122.37282585,47.67139399,2022/11/04 00:00:00+00,LR1 (M1),LR1 (M1),LR1 (M1),LR1,L,6802579-CN,530330047031003,4703.1003,4703.1,2,2021_2,1,2022_1,Y
-122.327494266,47.684868958,230,115 NE 77TH ST,3601,6090559,,Permit Finaled,Construction Permit,1,0,1,0,12464,ADU,"Accessory Dwelling, Attached",BASEMENT REMODEL + EXPANSION TO CREATE ACCESSORY DWELLING UNIT TO EXISTING SFR PER PLANS (BASED ON ORIGINAL/EXPIRED PERMIT 2204495).,2006/03/24 00:00:00+00,2006/04/13 00:00:00+00,2006,2006/08/30 00:00:00+00,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3999996,Green Lake,Northwest,6,2700.2021,2700.2,530330027002021,ACC,1272407.884,253391.717,61207,DV0056251,6090559-CN,#001a73,-122.32750889,47.68487478,2007/10/13 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330027002034,2700.2034,2700.2,2,2006_2,3,2006_3,N
-122.372809173,47.6714907,233,1151 NW 59TH ST,4997,6802579,,Permit Finaled,Construction Permit,1,0,1,0,255976,ADU,"Accessory Dwelling, Attached","Construct north single-family residence with attached accessory dwelling unit (AADU), per plan (Establish use as and construct (3) single-family residence with an attached accessory dwelling unit (AADU). Review and process for 3 record numbers under 68025",2020/11/02 00:00:00+00,2021/05/04 00:00:00+00,2021,2022/02/07 00:00:00+00,2022,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.4,Ballard,Ballard,6,4700.1003,4700.1,530330047001003,ACC,1261150.768,248732.7429,755045,DV1106215,6802579-CN,#001a73,-122.3728238,47.67149651,2022/11/04 00:00:00+00,LR1 (M1),LR1 (M1),LR1 (M1),LR1,L,,530330047031003,4703.1003,4703.1,2,2021_2,1,2022_1,Y
-122.348722752,47.715135053,234,11730 NORTH PARK AVE N,6176,6106181,,Permit Finaled,Construction Permit,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached",Establish Accessory Dwelling Unit to existing Single Family Residence and alter (previous work completed) per plan.,2006/07/21 00:00:00+00,2006/08/03 00:00:00+00,2006,2006/08/10 00:00:00+00,2006,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,402.2011,402.2,530330004022011,ACC,1267397.403,264531.866,30803,DV0058336,6106181-CN,#001a73,-122.34873739,47.71514087,2008/02/03 00:00:00+00,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330004022015,402.2015,402.2,3,2006_3,3,2006_3,N
-122.3160742,47.714948679,235,11735 12TH AVE NE,13015,6602423,,Permit Finaled,Construction Permit,1,0,1,0,144250,ADU,"Accessory Dwelling, Attached","Excavate crawl space to create Accessory Dwelling Unit, remove/replace garage, Substantial Alterations, for existing single family residence, per plan.",2017/09/04 00:00:00+00,2018/02/01 00:00:00+00,2018,2020/05/06 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.2002,600.2,530330006002002,ACC,1275431.6617,264307.3484,32336,DV0039258,6602423-CN,#001a73,-122.31608883,47.7149545,2021/02/01 00:00:00+00,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330006011003,601.1003,601.1,1,2018_1,2,2020_2,N
-122.317702681,47.7152826540001,237,11744 ROOSEVELT WAY NE,10167,6755544,,Permit Finaled,Construction Permit,1,0,1,0,90000,ADU,"Accessory Dwelling, Attached","Construct alterations to create attached accessory dwelling unit at basement level of existing single family residence, per plan",2019/12/16 00:00:00+00,2020/01/29 00:00:00+00,2020,2020/08/10 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.2002,600.2,530330006002002,ACC,1275033.201,264436.876,32092,DV1158987,6755544-CN,#001a73,-122.31771731,47.71528848,2021/07/29 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006011003,601.1003,601.1,1,2020_1,3,2020_3,N
-122.293303553,47.7146429260001,240,11811 33RD AVE NE,5872,6804869,,Permit Finaled,Construction Permit,1,0,1,0,30000,ADU,"Accessory Dwelling, Attached","Construct alterations to establish attached accessory dwelling unit [AADU], per plan.",2020/12/08 00:00:00+00,2021/01/14 00:00:00+00,2021,2021/02/03 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.2017,700.2,530330007002017,ACC,1281033.991,264088.674,33367,DV1158488,6804869-CN,#001a73,-122.29331818,47.71464875,2022/07/14 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330007004006,700.4006,700.4,1,2021_1,1,2021_1,N
-122.364652689,47.7162390770001,243,12000 7TH AVE NW,6093,6810310,,Permit Finaled,Construction Permit,1,0,1,0,30000,ADU,"Accessory Dwelling, Attached","Construct alterations to basement to create an attached accessory dwelling unit (AADU) for existing single family residence, per plan.",2020/12/30 00:00:00+00,2021/06/20 00:00:00+00,2021,2022/05/09 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1000004,Broadview/Bitter Lake,Northwest,5,500.2017,500.2,530330005002017,ACC,1263484.712,265012.118,30213,DV0034377,6810310-CN,#001a73,-122.36466732,47.7162449,2022/12/20 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330005002020,500.2020,500.2,2,2021_2,2,2022_2,N
-122.300586007,47.6304205650001,250,1201 25TH AVE E,5995,6778457,,Permit Finaled,Construction Permit,1,0,1,0,629115,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence with an attached accessory dwelling unit (AADU), and a detached accessory dwelling unit (DADU), per plans",2020/05/06 00:00:00+00,2021/01/27 00:00:00+00,2021,2021/12/03 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.4000001,Miller Park,East,3,6400.1004,6400.1,530330064001004,ACC,1278655.8784,233406.9029,127218,DV0022106,6778457-CN,#001a73,-122.30060061,47.63042639,2022/07/27 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330064001004,6400.1004,6400.1,1,2021_1,4,2021_4,Y
-122.284219464,47.715961415,252,12011 BARTLETT AVE NE,7759,6212222,,Permit Finaled,Construction Permit,1,0,1,0,100000,ADU,"Accessory Dwelling, Attached","Construct 2nd story addition as Accessory Dwelling Unit (ADU) and alter existing single family residence, per plan.",2009/04/15 00:00:00+00,2009/06/05 00:00:00+00,2009,2010/02/25 00:00:00+00,2010,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.1009,800.1,530330008001009,ACC,1283278.909,264527.239,33864,DV0075458,6212222-CN,#001a73,-122.28423409,47.71596724,2010/12/05 00:00:00+00,SINGLE FAMILY 7200,SF 7200,SF 7200,SF 7200,SF,,530330008001008,800.1008,800.1,2,2009_2,1,2010_1,N
-122.285021603,47.7159011030001,254,12012 40TH AVE NE,4134,6722138,,Permit Finaled,Construction Permit,1,0,1,0,411472,ADU,"Accessory Dwelling, Attached","Establish use as and construct new single family residence with attached garage and attached accessory dwelling unit (AADU) over garage, per plan.",2020/01/14 00:00:00+00,2021/01/07 00:00:00+00,2021,2022/03/18 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.3000002,Cedar Park/Meadowbrook,North,5,800.1009,800.1,530330008001009,ACC,1283081.07,264508.967,33867,DV1118411,6722138-CN,#001a73,-122.28503623,47.71590693,2022/07/07 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330008001008,800.1008,800.1,1,2021_1,1,2022_1,N
-122.311094167,47.7161557420001,256,12012 PINEHURST WAY NE,8170,6753089,,Permit Finaled,Construction Permit,1,0,1,0,495441,ADU,"Accessory Dwelling, Attached","Establish use as and construct a single-family residence with accessory dwelling unit and detached accessory dwelling unit, per plan.",2019/11/12 00:00:00+00,2020/07/02 00:00:00+00,2020,2021/03/29 00:00:00+00,2021,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.1999998,Olympic Hills/Victory Heights,North,5,700.3006,700.3,530330007003006,ACC,1276665.828,264723.984,32578,DV1216430,6753089-CN,#001a73,-122.31110879,47.71616157,2022/01/02 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330007001004,700.1004,700.1,3,2020_3,1,2021_1,Y
-122.323006757,47.7170179490001,265,12038 5TH AVE NE,7796,6819509,,Permit Finaled,Construction Permit,1,0,1,0,312068,ADU,"Accessory Dwelling, Attached","Construct a single-family residence and an attached accessory dwelling unit and establish the existing house as a detached accessory dwelling unit, per plans",2021/02/03 00:00:00+00,2021/05/24 00:00:00+00,2021,2022/04/01 00:00:00+00,2022,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.5009,600.5,530330006005009,ACC,1273739.9965,265094.9638,755631,DV1179406,6819509-CN,#001a73,-122.32302139,47.71702377,2022/11/24 00:00:00+00,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006013002,601.3002,601.3,2,2021_2,2,2022_2,Y
-122.382868931,47.6754427380001,271,2014 NW 64TH ST,4999,6611041,,Permit Finaled,Construction Permit,1,0,1,0,20000,ADU,"Accessory Dwelling, Attached","Construct alterations to existing single family residence to convert portion of house to Accessory Dwelling unit, per plan.",2017/08/11 00:00:00+00,2018/05/01 00:00:00+00,2018,2018/07/02 00:00:00+00,2018,303,Ballard,Hub Urban Village,Ballard,Hub Urban Villages,10.2,Whittier Heights,Ballard,6,3300.4004,3300.4,530330033004004,ACC,1258701.8,250223.759,73018,DV0086366,6611041-CN,#001a73,-122.38288356,47.67544855,2019/11/01 00:00:00+00,LR1,LR1,LR1,LR1,L,,530330033013012,3301.3012,3301.3,2,2018_2,3,2018_3,N
-122.309783777,47.585103836,274,2015 18TH AVE S,5165,6186106,,Permit Finaled,Construction Permit,1,0,1,0,125899,ADU,"Accessory Dwelling, Attached",Construct 2nd story addition for ADU and small ground level addition to existing Single Family Residence per plan.,2008/09/19 00:00:00+00,2009/01/16 00:00:00+00,2009,2015/09/22 00:00:00+00,2015,305,Mt Baker,Hub Urban Village,Mt Baker,Hub Urban Villages,3.5999999,North Beacon Hill/Jefferson Park,Greater Duwamish,2,9400.3010,9400.3,530330094003010,ACC,1276071.269,216923.353,150953,DV0074436,6186106-CN,#001a73,-122.30979837,47.58510965,2016/01/17 00:00:00+00,SINGLE FAMILY 5000,SF 5000,SF 5000,SF 5000,SF,,530330094002027,9400.2027,9400.2,1,2009_1,3,2015_3,N
-122.304787553,47.642257441,275,2015 E LOUISA ST,5007,6728316,,Permit Finaled,Construction Permit,1,0,1,0,25000,ADU,"Accessory Dwelling, Attached","Construct alterations to convert portion of basement to accessory dwelling unit (ADU) in existing single family residence, per plan.",2019/08/13 00:00:00+00,2019/09/17 00:00:00+00,2019,2020/12/23 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.0999999,Montlake/Portage Bay,Northeast,3,6200.2021,6200.2,530330062002021,ACC,1277702.637,237743.576,115838,DV1181978,6728316-CN,#001a73,-122.30480216,47.64226326,2021/03/17 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330062002022,6200.2022,6200.2,3,2019_3,4,2020_4,N
-122.318700617,47.637822907,278,2018 FEDERAL AVE E,3992,6698499,,Permit Finaled,Construction Permit,1,0,1,0,100000,ADU,"Accessory Dwelling, Attached","Interior alterations in a single-family residence to add an ADU to the basement and remodel portions of the 1st floor, per plan.",2018/12/20 00:00:00+00,2019/01/31 00:00:00+00,2019,2019/09/13 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,6.3000002,North Capitol Hill,East,3,6500.1008,6500.1,530330065001008,ACC,1274242.266,236192.198,121328,DV0004559,6698499-CN,#001a73,-122.31871523,47.63782873,2020/07/31 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330065001008,6500.1008,6500.1,1,2019_1,3,2019_3,N
-122.315363325,47.620130347,279,202 13TH AVE E,2888,6348961,,Permit Finaled,Construction Permit,1,0,1,0,50000,ADU,"Accessory Dwelling, Attached","Construct alterations for new accessory dwelling unit in existing single family residence, per plans.",2013/03/20 00:00:00+00,2013/06/24 00:00:00+00,2013,2013/09/17 00:00:00+00,2013,414.10001,Capitol Hill,Urban Center Village,First Hill/Capitol Hill,Urban Centers,6.1999998,Capitol Hill,East,3,7500.1009,7500.1,530330075001009,ACC,1274940.601,229723.9,130914,DV0080470,6348961-CN,#001a73,-122.31537793,47.62013616,2014/12/24 00:00:00+00,LOWRISE-3,LR3,LR3,L-3,L,,530330075013012,7501.3012,7501.3,2,2013_2,3,2013_3,N
-122.371897046,47.640103459,287,2415 11TH AVE W,4775,6747055,,Permit Finaled,Construction Permit,1,0,1,0,10000,ADU,"Accessory Dwelling, Attached","Construct alterations to convert basement to attached accessory dwelling unit (AADU), per plan.",2019/09/25 00:00:00+00,2019/10/30 00:00:00+00,2019,2020/03/09 00:00:00+00,2020,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6900.4004,6900.4,530330069004004,ACC,1261146.57,237281.549,113047,DV0034408,6747055-CN,#001a73,-122.37191167,47.64010927,2021/04/30 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330069001009,6900.1009,6900.1,4,2019_4,1,2020_1,N
-122.355878218,47.6400812150001,288,2415 1ST AVE N,5407,6618135,,Permit Finaled,Construction Permit,1,0,1,0,353609,ADU,"Accessory Dwelling, Attached","Construct alterations at basement for accessory dwelling unit and addition to existing single family residence, per plan.",2018/01/11 00:00:00+00,2018/04/16 00:00:00+00,2018,2019/07/12 00:00:00+00,2019,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6000.3020,6000.3,530330060003020,ACC,1265094.68,237194.901,113839,DV0041536,6618135-CN,#001a73,-122.35589283,47.64008703,2019/10/16 00:00:00+00,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330060003027,6000.3027,6000.3,2,2018_2,3,2019_3,N
